GENE_a	GENE_b	ID_a	ID_b	AC_a	AC_b	pubmedID	resource 
CSNK2A2	BRD2	CSK22_HUMAN	BRD2_HUMAN	P19784	P25440	23455922	IntAct
CSNK2A2	CASQ2	CSK22_HUMAN	CASQ2_HUMAN	P19784	O14958	1985907	iRefIndex
CSNK2A2	CREBBP	CSK22_HUMAN	CBP_HUMAN	P19784	Q92793	15657099	iRefIndex
CSNK2A2	CCNL1	CSK22_HUMAN	CCNL1_HUMAN	P19784	Q9UK58	23455922	IntAct
CSNK2A2	CCNL2	CSK22_HUMAN	CCNL2_HUMAN	P19784	Q96S94	23455922	IntAct
CSNK2A2	CDK11A	CSK22_HUMAN	CD11A_HUMAN	P19784	Q9UQ88	23455922	IntAct
CSNK2A2	CDK11B	CSK22_HUMAN	CD11B_HUMAN	P19784	P21127	23455922	IntAct
CSNK2A2	CDC37	CSK22_HUMAN	CDC37_HUMAN	P19784	Q16543	12930845	iRefIndex
CSNK2A2	CDC5L	CSK22_HUMAN	CDC5L_HUMAN	P19784	Q99459	23455922	IntAct
CSNK2A2	CDK2	CSK22_HUMAN	CDK2_HUMAN	P19784	P24941	20482850	Reactome_Fls
CSNK2A2	CDK3	CSK22_HUMAN	CDK3_HUMAN	P19784	Q00526	20482850	Reactome_Fls
CSNK2A2	CDK5	CSK22_HUMAN	CDK5_HUMAN	P19784	Q00535	20482850	Reactome_Fls
CSNK2A2	CDK6	CSK22_HUMAN	CDK6_HUMAN	P19784	Q00534	20482850	Reactome_Fls
CSNK2A2	CDK7	CSK22_HUMAN	CDK7_HUMAN	P19784	P50613	20482850	Reactome_Fls
CSNK2A2	C11orf57	CSK22_HUMAN	CK057_HUMAN	P19784	Q6ZUT1	23455922	IntAct
CSNK2A2	COIL	CSK22_HUMAN	COIL_HUMAN	P19784	P38432	23455922	IntAct
CSNK2A2	C18orf25	CSK22_HUMAN	CR025_HUMAN	P19784	Q96B23	23455922	IntAct
CSNK2A2	CSNK2A1	CSK22_HUMAN	CSK21_HUMAN	P19784	P68400	9407077;23455922;20482850;17367534;15218032	Reactome_Fls;Reactome;IntAct;APID
CSNK2A2	CSNK2B	CSK22_HUMAN	CSK2B_HUMAN	P19784	P67870	7768894;23455922;20482850;19011756;17367534;16713569;14667819;10094392;15657099;14667819;10799509;10094392	Spike;Reactome_Fls;Reactome;iRefIndex;IntAct
CSNK2A2	DCAF7	CSK22_HUMAN	DCAF7_HUMAN	P19784	P61962	23455922	IntAct
CSNK2A2	DEK	CSK22_HUMAN	DEK_HUMAN	P19784	P35659	23455922	IntAct
CSNK2A2	DVL3	CSK22_HUMAN	DVL3_HUMAN	P19784	Q92997	20482850	Reactome_Fls
CSNK2A2	HADHA	CSK22_HUMAN	ECHA_HUMAN	P19784	P40939	23455922	IntAct
CSNK2A2	HADHB	CSK22_HUMAN	ECHB_HUMAN	P19784	P55084	23455922	IntAct
CSNK2A2	EEF1B2	CSK22_HUMAN	EF1B_HUMAN	P19784	P24534	14729942	iRefIndex
CSNK2A2	EFCAB14	CSK22_HUMAN	EFC14_HUMAN	P19784	O75071	23455922	IntAct
CSNK2A2	EIF2B2	CSK22_HUMAN	EI2BB_HUMAN	P19784	P49770	21988832	IntAct
CSNK2A2	EIF3B	CSK22_HUMAN	EIF3B_HUMAN	P19784	P55884	23455922	IntAct
CSNK2A2	EIF3J	CSK22_HUMAN	EIF3J_HUMAN	P19784	O75822	23455922	IntAct
CSNK2A2	HSP90B1	CSK22_HUMAN	ENPL_HUMAN	P19784	P14625	16189514	Spike
CSNK2A2	ERH	CSK22_HUMAN	ERH_HUMAN	P19784	P84090	9074495	iRefIndex
CSNK2A2	FBRS	CSK22_HUMAN	FBRS_HUMAN	P19784	Q9HAH7	23455922	IntAct
CSNK2A2	FBRSL1	CSK22_HUMAN	FBSL_HUMAN	P19784	Q9HCM7	23455922	IntAct
CSNK2A2	FGF1	CSK22_HUMAN	FGF1_HUMAN	P19784	P05230	12145206	iRefIndex
CSNK2A2	FKBP3	CSK22_HUMAN	FKBP3_HUMAN	P19784	Q00688	7689229;20482850	Reactome_Fls;APID
CSNK2A2	GDNF	CSK22_HUMAN	GDNF_HUMAN	P19784	P39905	15657099	iRefIndex
CSNK2A2	GPC4	CSK22_HUMAN	GPC4_HUMAN	P19784	O75487	23455922	IntAct
CSNK2A2	GPATCH2	CSK22_HUMAN	GPTC2_HUMAN	P19784	Q9NW75	23455922	IntAct
CSNK2A2	GSK3B	CSK22_HUMAN	GSK3B_HUMAN	P19784	P49841	20482850	Reactome_Fls
CSNK2A2	HAGHL	CSK22_HUMAN	HAGHL_HUMAN	P19784	Q6PII5	23455922	IntAct
CSNK2A2	HDAC1	CSK22_HUMAN	HDAC1_HUMAN	P19784	Q13547	11602581	iRefIndex
CSNK2A2	HDGFRP2	CSK22_HUMAN	HDGR2_HUMAN	P19784	Q7Z4V5	23455922	IntAct
CSNK2A2	HIRIP3	CSK22_HUMAN	HIRP3_HUMAN	P19784	Q9BW71	23455922	IntAct
CSNK2A2	HMGA2	CSK22_HUMAN	HMGA2_HUMAN	P19784	P52926	11034995	APID
CSNK2A2	PPP1R2	CSK22_HUMAN	IPP2_HUMAN	P19784	P41236	8288648	iRefIndex
CSNK2A2	CSNK1A1L	CSK22_HUMAN	KC1AL_HUMAN	P19784	Q8N752	20482850	Reactome_Fls
CSNK2A2	CSNK1A1	CSK22_HUMAN	KC1A_HUMAN	P19784	P48729	20482850	Reactome_Fls
CSNK2A2	CSNK1D	CSK22_HUMAN	KC1D_HUMAN	P19784	P48730	20482850	Reactome_Fls
CSNK2A2	CSNK1E	CSK22_HUMAN	KC1E_HUMAN	P19784	P49674	20482850	Reactome_Fls
CSNK2A2	CSNK1G1	CSK22_HUMAN	KC1G1_HUMAN	P19784	Q9HCP0	20482850	Reactome_Fls
CSNK2A2	CSNK1G2	CSK22_HUMAN	KC1G2_HUMAN	P19784	P78368	20482850	Reactome_Fls
CSNK2A2	CSNK1G3	CSK22_HUMAN	KC1G3_HUMAN	P19784	Q9Y6M4	20482850	Reactome_Fls
CSNK2A2	KIF5C	CSK22_HUMAN	KIF5C_HUMAN	P19784	O60282	19011756	Spike;iRefIndex;IntAct
CSNK2A2	PRKCD	CSK22_HUMAN	KPCD_HUMAN	P19784	Q05655	20482850	Reactome_Fls
CSNK2A2	PRKCE	CSK22_HUMAN	KPCE_HUMAN	P19784	Q02156	20482850	Reactome_Fls
CSNK2A2	PRKCH	CSK22_HUMAN	KPCL_HUMAN	P19784	P24723	20482850	Reactome_Fls
CSNK2A2	PRKCQ	CSK22_HUMAN	KPCT_HUMAN	P19784	Q04759	20482850	Reactome_Fls
CSNK2A2	LGALS3	CSK22_HUMAN	LEG3_HUMAN	P19784	P17931	10961987	iRefIndex
CSNK2A2	MAF1	CSK22_HUMAN	MAF1_HUMAN	P19784	Q9H063	21383183	iRefIndex
CSNK2A2	MARK1	CSK22_HUMAN	MARK1_HUMAN	P19784	Q9P0L2	20482850	Reactome_Fls
CSNK2A2	MARK2	CSK22_HUMAN	MARK2_HUMAN	P19784	Q7KZI7	20482850	Reactome_Fls
CSNK2A2	MARK3	CSK22_HUMAN	MARK3_HUMAN	P19784	P27448	20482850	Reactome_Fls
CSNK2A2	MARK4	CSK22_HUMAN	MARK4_HUMAN	P19784	Q96L34	20482850	Reactome_Fls
CSNK2A2	MAPK14	CSK22_HUMAN	MK14_HUMAN	P19784	Q16539	20482850;16189514;15657099;10747897	Spike;Reactome_Fls;iRefIndex;APID
CSNK2A2	MKI67IP	CSK22_HUMAN	MK67I_HUMAN	P19784	Q9BYG3	23455922	IntAct
CSNK2A2	KMT2A	CSK22_HUMAN	MLL1_HUMAN	P19784	Q03164	23455922	IntAct
CSNK2A2	MYCN	CSK22_HUMAN	MYCN_HUMAN	P19784	P04198	1425701	iRefIndex
CSNK2A2	MYC	CSK22_HUMAN	MYC_HUMAN	P19784	P01106	2663470	iRefIndex
CSNK2A2	MYF5	CSK22_HUMAN	MYF5_HUMAN	P19784	P13349	9461343	iRefIndex
CSNK2A2	NCF1	CSK22_HUMAN	NCF1_HUMAN	P19784	P14598	11535139	iRefIndex
CSNK2A2	NFKB1	CSK22_HUMAN	NFKB1_HUMAN	P19784	P19838	20482850	Reactome_Fls
CSNK2A2	NIM1	CSK22_HUMAN	NIM1_HUMAN	P19784	Q8IY84	20482850	Reactome_Fls
CSNK2A2	NKAP	CSK22_HUMAN	NKAP_HUMAN	P19784	Q8N5F7	23455922	IntAct
CSNK2A2	GTPBP4	CSK22_HUMAN	NOG1_HUMAN	P19784	Q9BZE4	23455922	IntAct
CSNK2A2	NOLC1	CSK22_HUMAN	NOLC1_HUMAN	P19784	Q14978	23455922	IntAct
CSNK2A2	NRP1	CSK22_HUMAN	NRP1_HUMAN	P19784	O14786	23455922	IntAct
CSNK2A2	OCLN	CSK22_HUMAN	OCLN_HUMAN	P19784	Q16625	20482850	Reactome_Fls
CSNK2A2	PCGF3	CSK22_HUMAN	PCGF3_HUMAN	P19784	Q3KNV8	23455922	IntAct
CSNK2A2	PCGF5	CSK22_HUMAN	PCGF5_HUMAN	P19784	Q86SE9	23455922	IntAct
CSNK2A2	PIP4K2A	CSK22_HUMAN	PI42A_HUMAN	P19784	P48426	23455922	IntAct
CSNK2A2	PIP4K2B	CSK22_HUMAN	PI42B_HUMAN	P19784	P78356	23455922	IntAct
CSNK2A2	PIP4K2C	CSK22_HUMAN	PI42C_HUMAN	P19784	Q8TBX8	23455922	IntAct
CSNK2A2	PIN1	CSK22_HUMAN	PIN1_HUMAN	P19784	Q13526	16713569;15657099	Spike;iRefIndex
CSNK2A2	PIN4	CSK22_HUMAN	PIN4_HUMAN	P19784	Q9Y237	12860119	iRefIndex
CSNK2A2	PNN	CSK22_HUMAN	PININ_HUMAN	P19784	Q9H307	23455922	IntAct
CSNK2A2	PLRG1	CSK22_HUMAN	PLRG1_HUMAN	P19784	O43660	23455922	IntAct
CSNK2A2	PPP2CA	CSK22_HUMAN	PP2AA_HUMAN	P19784	P67775	20482850	Reactome_Fls
CSNK2A2	PPP2CB	CSK22_HUMAN	PP2AB_HUMAN	P19784	P62714	20482850	Reactome_Fls
CSNK2A2	PRRC2C	CSK22_HUMAN	PRC2C_HUMAN	P19784	Q9Y520	23455922	IntAct
CSNK2A2	PRPF19	CSK22_HUMAN	PRP19_HUMAN	P19784	Q9UMS4	23455922	IntAct
CSNK2A2	RGS19	CSK22_HUMAN	RGS19_HUMAN	P19784	P49795	10760275	iRefIndex
CSNK2A2	RING1	CSK22_HUMAN	RING1_HUMAN	P19784	Q06587	23455922	IntAct
CSNK2A2	RNF2	CSK22_HUMAN	RING2_HUMAN	P19784	Q99496	23455922;18508856	Interoporc;IntAct
CSNK2A2	RNF111	CSK22_HUMAN	RN111_HUMAN	P19784	Q6ZNA4	23455922	IntAct
CSNK2A2	RNPS1	CSK22_HUMAN	RNPS1_HUMAN	P19784	Q15287	17353931	IntAct;DIP
CSNK2A2	ROCK1	CSK22_HUMAN	ROCK1_HUMAN	P19784	Q13464	20482850	Reactome_Fls
CSNK2A2	RRP1B	CSK22_HUMAN	RRP1B_HUMAN	P19784	Q14684	23455922	IntAct
CSNK2A2	RYBP	CSK22_HUMAN	RYBP_HUMAN	P19784	Q8N488	23455922	IntAct
CSNK2A2	SAP30BP	CSK22_HUMAN	S30BP_HUMAN	P19784	Q9UHR5	23455922	IntAct
CSNK2A2	SAP18	CSK22_HUMAN	SAP18_HUMAN	P19784	O00422	23455922	IntAct
CSNK2A2	SDAD1	CSK22_HUMAN	SDA1_HUMAN	P19784	Q9NVU7	23455922	IntAct
CSNK2A2	SDC2	CSK22_HUMAN	SDC2_HUMAN	P19784	P34741	23455922	IntAct
CSNK2A2	SIK1	CSK22_HUMAN	SIK1_HUMAN	P19784	P57059	20482850	Reactome_Fls
CSNK2A2	SIK2	CSK22_HUMAN	SIK2_HUMAN	P19784	Q9H0K1	20482850	Reactome_Fls
CSNK2A2	SIK3	CSK22_HUMAN	SIK3_HUMAN	P19784	Q9Y2K2	20482850	Reactome_Fls
CSNK2A2	SMURF1	CSK22_HUMAN	SMUF1_HUMAN	P19784	Q9HCE7	15761153	iRefIndex
CSNK2A2	SNX6	CSK22_HUMAN	SNX6_HUMAN	P19784	Q9UNH7	21988832	IntAct
CSNK2A2	BCAS2	CSK22_HUMAN	SPF27_HUMAN	P19784	O75934	23455922	IntAct
CSNK2A2	SQSTM1	CSK22_HUMAN	SQSTM_HUMAN	P19784	Q13501	23455922	IntAct
CSNK2A2	SRRM1	CSK22_HUMAN	SRRM1_HUMAN	P19784	Q8IYB3	23455922	IntAct
CSNK2A2	STX1A	CSK22_HUMAN	STX1A_HUMAN	P19784	Q16623	10844023	iRefIndex
CSNK2A2	CCDC59	CSK22_HUMAN	TAP26_HUMAN	P19784	Q9P031	23455922	IntAct
CSNK2A2	TCOF1	CSK22_HUMAN	TCOF_HUMAN	P19784	Q13428	23455922;10982400	IntAct;APID
CSNK2A2	RELA	CSK22_HUMAN	TF65_HUMAN	P19784	Q04206	20482850;10938077	Reactome_Fls;iRefIndex;APID
CSNK2A2	TGFBR1	CSK22_HUMAN	TGFR1_HUMAN	P19784	P36897	20482850;15657099	Reactome_Fls;iRefIndex
CSNK2A2	PBK	CSK22_HUMAN	TOPK_HUMAN	P19784	Q96KB5	23455922	IntAct
CSNK2A2	THRAP3	CSK22_HUMAN	TR150_HUMAN	P19784	Q9Y2W1	23455922	IntAct
CSNK2A2	WDR5	CSK22_HUMAN	WDR5_HUMAN	P19784	P61964	23455922	IntAct
CSNK2A2	YAF2	CSK22_HUMAN	YAF2_HUMAN	P19784	Q8IY57	23455922	IntAct
CSNK2A2	ZC3H18	CSK22_HUMAN	ZCH18_HUMAN	P19784	Q86VM9	23455922	IntAct
CSNK2A2	ZNF219	CSK22_HUMAN	ZN219_HUMAN	P19784	Q9P2Y4	21988832	IntAct
CSNK2A2	ZNF687	CSK22_HUMAN	ZN687_HUMAN	P19784	Q8N1G0	23455922	IntAct
CSNK2B	CSNK2A2	CSK2B_HUMAN	CSK22_HUMAN	P67870	P19784	9571630;9188720;7768894;21988832;15218032;14667819;10799509;10094392	MINT;iRefIndex;IntAct;DIP;APID
CTDP1	CSNK2A2	CTDP1_HUMAN	CSK22_HUMAN	Q9Y5B0	P19784	12591939	APID
CTNNB1	CSNK2A2	CTNB1_HUMAN	CSK22_HUMAN	P35222	P19784	10806215	APID
DCPS	CSNK2A2	DCPS_HUMAN	CSK22_HUMAN	Q96C86	P19784	21988832	IntAct
EIF2B5	CSNK2A2	EI2BE_HUMAN	CSK22_HUMAN	Q13144	P19784	11500362	APID
EIF3F	CSNK2A2	EIF3F_HUMAN	CSK22_HUMAN	O00303	P19784	19615732	iRefIndex
EIF3H	CSNK2A2	EIF3H_HUMAN	CSK22_HUMAN	O15372	P19784	19615732	iRefIndex;IntAct
HSP90B1	CSNK2A2	ENPL_HUMAN	CSK22_HUMAN	P14625	P19784	15657099;11557039	iRefIndex;APID
ETS1	CSNK2A2	ETS1_HUMAN	CSK22_HUMAN	P14921	P19784	20482850	Reactome_Fls
FGF1	CSNK2A2	FGF1_HUMAN	CSK22_HUMAN	P05230	P19784	15657099;12145206	iRefIndex;APID
FGF2	CSNK2A2	FGF2_HUMAN	CSK22_HUMAN	P09038	P19784	7735329	iRefIndex
FKBP3	CSNK2A2	FKBP3_HUMAN	CSK22_HUMAN	Q00688	P19784	7689229	iRefIndex
FOS	CSNK2A2	FOS_HUMAN	CSK22_HUMAN	P01100	P19784	9685505;15657099	iRefIndex;APID
HIST1H1C	CSNK2A2	H12_HUMAN	CSK22_HUMAN	P16403	P19784	21988832	IntAct
HDAC1	CSNK2A2	HDAC1_HUMAN	CSK22_HUMAN	Q13547	P19784	11602581	APID
HDAC2	CSNK2A2	HDAC2_HUMAN	CSK22_HUMAN	Q92769	P19784	12082111	APID
HMGA1	CSNK2A2	HMGA1_HUMAN	CSK22_HUMAN	P17096	P19784	11034995	APID
HMGA2	CSNK2A2	HMGA2_HUMAN	CSK22_HUMAN	P52926	P19784	11034995	iRefIndex
HNRNPC	CSNK2A2	HNRPC_HUMAN	CSK22_HUMAN	P07910	P19784	12564933	APID
HSPH1	CSNK2A2	HS105_HUMAN	CSK22_HUMAN	Q92598	P19784	12558502	APID
HSP90AA1	CSNK2A2	HS90A_HUMAN	CSK22_HUMAN	P07900	P19784	7794926;15657099	iRefIndex;APID
IL16	CSNK2A2	IL16_HUMAN	CSK22_HUMAN	Q14005	P19784	12450396	APID
PPP1R2	CSNK2A2	IPP2_HUMAN	CSK22_HUMAN	P41236	P19784	8288648	APID
JUN	CSNK2A2	JUN_HUMAN	CSK22_HUMAN	P05412	P19784	9685505;20482850	Reactome_Fls;iRefIndex;APID
KIF1C	CSNK2A2	KIF1C_HUMAN	CSK22_HUMAN	O43896	P19784	10559254	APID
KIF5C	CSNK2A2	KIF5C_HUMAN	CSK22_HUMAN	O60282	P19784	19011756	iRefIndex;IntAct
KLF1	CSNK2A2	KLF1_HUMAN	CSK22_HUMAN	Q13351	P19784	9722526	iRefIndex
L1CAM	CSNK2A2	L1CAM_HUMAN	CSK22_HUMAN	P32004	P19784	17367534	Reactome
LAMC3	CSNK2A2	LAMC3_HUMAN	CSK22_HUMAN	Q9Y6N6	P19784	21988832	IntAct
MEPCE	CSNK2A2	MEPCE_HUMAN	CSK22_HUMAN	Q7L2J0	P19784	17643375	iRefIndex
MAP1LC3A	CSNK2A2	MLP3A_HUMAN	CSK22_HUMAN	Q9H492	P19784	20562859	IntAct
MYCN	CSNK2A2	MYCN_HUMAN	CSK22_HUMAN	P04198	P19784	1425701	APID
MYC	CSNK2A2	MYC_HUMAN	CSK22_HUMAN	P01106	P19784	2663470	APID
NFIC	CSNK2A2	NFIC_HUMAN	CSK22_HUMAN	P08651	P19784	20482850	Reactome_Fls
NAP1L4	CSNK2A2	NP1L4_HUMAN	CSK22_HUMAN	Q99733	P19784	10764593	iRefIndex
NCL	CSNK2A2	NUCL_HUMAN	CSK22_HUMAN	P19338	P19784	8663258	iRefIndex
SPP1	CSNK2A2	OSTP_HUMAN	CSK22_HUMAN	P10451	P19784	8663267	APID
PAK1	CSNK2A2	PAK1_HUMAN	CSK22_HUMAN	Q13153	P19784	15657099;10938077	iRefIndex
P4HB	CSNK2A2	PDIA1_HUMAN	CSK22_HUMAN	P07237	P19784	21988832	IntAct
PIN1	CSNK2A2	PIN1_HUMAN	CSK22_HUMAN	Q13526	P19784	11940573	iRefIndex;APID
PPP1R8	CSNK2A2	PP1R8_HUMAN	CSK22_HUMAN	Q12972	P19784	9407077	APID
PPP6C	CSNK2A2	PPP6_HUMAN	CSK22_HUMAN	O00743	P19784	20482850	Reactome_Fls
PRNP	CSNK2A2	PRIO_HUMAN	CSK22_HUMAN	P04156	P19784	11062072	iRefIndex;APID
PRKDC	CSNK2A2	PRKDC_HUMAN	CSK22_HUMAN	P78527	P19784	20711232	iRefIndex;I2D_IMEx
PTPN1	CSNK2A2	PTN1_HUMAN	CSK22_HUMAN	P18031	P19784	8491187	APID
PTPRC	CSNK2A2	PTPRC_HUMAN	CSK22_HUMAN	P08575	P19784	20482850;10066810	Reactome_Fls;APID
RGS19	CSNK2A2	RGS19_HUMAN	CSK22_HUMAN	P49795	P19784	10760275	APID
RNPS1	CSNK2A2	RNPS1_HUMAN	CSK22_HUMAN	Q15287	P19784	17353931	APID
SAT1	CSNK2A2	SAT1_HUMAN	CSK22_HUMAN	P21673	P19784	8954982	APID
SIRT1	CSNK2A2	SIR1_HUMAN	CSK22_HUMAN	Q96EB6	P19784	19680552	UniProt
SMURF1	CSNK2A2	SMUF1_HUMAN	CSK22_HUMAN	Q9HCE7	P19784	15761153	APID
SPIB	CSNK2A2	SPIB_HUMAN	CSK22_HUMAN	Q01892	P19784	10618498	APID
SNCA	CSNK2A2	SYUA_HUMAN	CSK22_HUMAN	P37840	P19784	10617630	APID
TAF1D	CSNK2A2	TAF1D_HUMAN	CSK22_HUMAN	Q9H5J8	P19784	19615732	iRefIndex;IntAct
TCOF1	CSNK2A2	TCOF_HUMAN	CSK22_HUMAN	Q13428	P19784	10982400	iRefIndex
TERF1	CSNK2A2	TERF1_HUMAN	CSK22_HUMAN	P54274	P19784	20811636	iRefIndex
TERF2	CSNK2A2	TERF2_HUMAN	CSK22_HUMAN	Q15554	P19784	20811636	iRefIndex
GTF2A1	CSNK2A2	TF2AA_HUMAN	CSK22_HUMAN	P52655	P19784	11278496	APID
GTF2A1L	CSNK2A2	TF2AY_HUMAN	CSK22_HUMAN	Q9UNN4	P19784	12107178	APID
TCF7L2	CSNK2A2	TF7L2_HUMAN	CSK22_HUMAN	Q9NQB0	P19784	11711551	APID
TGFBR1	CSNK2A2	TGFR1_HUMAN	CSK22_HUMAN	P36897	P19784	15761153	iRefIndex;APID
TGM2	CSNK2A2	TGM2_HUMAN	CSK22_HUMAN	P21980	P19784	21988832	IntAct
TTLL12	CSNK2A2	TTL12_HUMAN	CSK22_HUMAN	Q14166	P19784	21988832	IntAct
UBE2R2	CSNK2A2	UB2R2_HUMAN	CSK22_HUMAN	Q712K3	P19784	12037680	APID
SLC18A2	CSNK2A2	VMAT2_HUMAN	CSK22_HUMAN	Q05940	P19784	9045708	APID
WAS	CSNK2A2	WASP_HUMAN	CSK22_HUMAN	P42768	P19784	12769847	APID
WDR48	CSNK2A2	WDR48_HUMAN	CSK22_HUMAN	Q8TAF3	P19784	19615732	iRefIndex;IntAct
ZNF670	CSNK2A2	ZN670_HUMAN	CSK22_HUMAN	Q9BS34	P19784	21988832	IntAct
ZNHIT3	CSNK2A2	ZNHI3_HUMAN	CSK22_HUMAN	Q15649	P19784	21988832	IntAct
EPB41	CASK	41_HUMAN	CSKP_HUMAN	P11171	O14936	9660868	iRefIndex;IntAct;APID
MLLT6	CASK	AF17_HUMAN	CSKP_HUMAN	P55198	O14936	21988832	IntAct
BNIP3L	CASK	BNI3L_HUMAN	CSKP_HUMAN	O60238	O14936	21988832	IntAct
CNTNAP4	CASK	CNTP4_HUMAN	CSKP_HUMAN	Q9C0A0	O14936	12093160	iRefIndex
CRELD1	CASK	CREL1_HUMAN	CSKP_HUMAN	Q96HD1	O14936	15657099	iRefIndex
CASK	EPB41	CSKP_HUMAN	41_HUMAN	O14936	P11171	9660868;20482850;15657099	Reactome_Fls;MINT;iRefIndex
CASK	APBA1	CSKP_HUMAN	APBA1_HUMAN	O14936	Q02410	20482850;18508856;15657099	Reactome_Fls;iRefIndex;Interoporc
CASK	APBA2	CSKP_HUMAN	APBA2_HUMAN	O14936	Q99767	15657099	iRefIndex
CASK	ARHGEF7	CSKP_HUMAN	ARHG7_HUMAN	O14936	Q14155	15975580	MINT;iRefIndex;APID
CASK	ATP2B4	CSKP_HUMAN	AT2B4_HUMAN	O14936	P23634	18508856;15657099	iRefIndex;Interoporc
CASK	ATP5S	CSKP_HUMAN	ATP5S_HUMAN	O14936	Q99766	15657099	iRefIndex
CASK	CACNA1B	CSKP_HUMAN	CAC1B_HUMAN	O14936	Q00975	15657099;10455105	iRefIndex;APID
CASK	CADM1	CSKP_HUMAN	CADM1_HUMAN	O14936	Q9BY67	15657099;12202822	iRefIndex;APID
CASK	CDK9	CSKP_HUMAN	CDK9_HUMAN	O14936	P50750	21988832	IntAct
CASK	CNTNAP2	CSKP_HUMAN	CNTP2_HUMAN	O14936	Q9UHC6	20482850;15657099;12093160	Reactome_Fls;MINT;iRefIndex
CASK	COQ5	CSKP_HUMAN	COQ5_HUMAN	O14936	Q5HYK3	18508856;15657099	iRefIndex;Interoporc
CASK	C16orf70	CSKP_HUMAN	CP070_HUMAN	O14936	Q9BSU1	18508856	Interoporc
CASK	CASKIN1	CSKP_HUMAN	CSKI1_HUMAN	O14936	Q8WXD9	12040031	APID
CASK	CASK	CSKP_HUMAN	CSKP_HUMAN	O14936	O14936	18423203;12641734	iRefIndex;APID
CASK	DLG1	CSKP_HUMAN	DLG1_HUMAN	O14936	Q12959	20482850;15657099;15024025;14960569;12351654;12151521;11865057;10993877	Reactome_Fls;iRefIndex;APID
CASK	DLG4	CSKP_HUMAN	DLG4_HUMAN	O14936	P78352	15657099;12151521	iRefIndex;APID
CASK	EPB41L1	CSKP_HUMAN	E41L1_HUMAN	O14936	Q9H4G0	20482850	Reactome_Fls
CASK	EPB41L3	CSKP_HUMAN	E41L3_HUMAN	O14936	Q9Y2J2	20482850	Reactome_Fls
CASK	EP300	CSKP_HUMAN	EP300_HUMAN	O14936	Q09472	21988832	IntAct
CASK	EPS8	CSKP_HUMAN	EPS8_HUMAN	O14936	Q12929	16688213	MINT;iRefIndex
CASK	GAPDH	CSKP_HUMAN	G3P_HUMAN	O14936	P04406	18508856;16713569	Spike;Interoporc
CASK	GCNT3	CSKP_HUMAN	GCNT3_HUMAN	O14936	O95395	21988832	IntAct
CASK	GLI1	CSKP_HUMAN	GLI1_HUMAN	O14936	P08151	20482850	Reactome_Fls
CASK	GLI2	CSKP_HUMAN	GLI2_HUMAN	O14936	P10070	20482850	Reactome_Fls
CASK	GLIS1	CSKP_HUMAN	GLIS1_HUMAN	O14936	Q8NBF1	20482850	Reactome_Fls
CASK	GLIS3	CSKP_HUMAN	GLIS3_HUMAN	O14936	Q8NEA6	20482850	Reactome_Fls
CASK	GLS2	CSKP_HUMAN	GLSL_HUMAN	O14936	Q9UI32	16637659	APID
CASK	GRASP	CSKP_HUMAN	GRASP_HUMAN	O14936	Q7Z6J2	18508856	Interoporc
CASK	GRIK2	CSKP_HUMAN	GRIK2_HUMAN	O14936	Q13002	15657099;12151522	iRefIndex
CASK	IL15RA	CSKP_HUMAN	I15RA_HUMAN	O14936	Q13261	21988832	IntAct
CASK	blocked for possible	CSKP_HUMAN	ID1_HUMAN	O14936	P41134	15694377	Spike;iRefIndex;IntAct
CASK	ID1	CSKP_HUMAN	ID1_HUMAN	O14936	P41134	15694377	Spike;iRefIndex;IntAct
CASK	IL18	CSKP_HUMAN	IL18_HUMAN	O14936	Q14116	21988832	IntAct
CASK	KCNJ12	CSKP_HUMAN	IRK12_HUMAN	O14936	Q14500	18508856;15657099	iRefIndex;Interoporc
CASK	KCNJ2	CSKP_HUMAN	IRK2_HUMAN	O14936	P63252	15024025	APID
CASK	KCNJ4	CSKP_HUMAN	IRK4_HUMAN	O14936	P48050	15657099	iRefIndex
CASK	F11R	CSKP_HUMAN	JAM1_HUMAN	O14936	Q9Y624	20482850;11120739;10856295	Reactome_Fls;MINT;APID
CASK	KCNA4	CSKP_HUMAN	KCNA4_HUMAN	O14936	P22459	16637659	APID
CASK	KIRREL	CSKP_HUMAN	KIRR1_HUMAN	O14936	Q96J84	17367534	Reactome
CASK	PRKD2	CSKP_HUMAN	KPCD2_HUMAN	O14936	Q9BZL6	15657099;15231748	iRefIndex;APID
CASK	LIN7A	CSKP_HUMAN	LIN7A_HUMAN	O14936	O14910	9822620;9753324;16688213;15024025;14960569	Spike;MINT;iRefIndex;APID
CASK	LIN7B	CSKP_HUMAN	LIN7B_HUMAN	O14936	Q9HAP6	20482850;15657099	Reactome_Fls;iRefIndex
CASK	LIN7C	CSKP_HUMAN	LIN7C_HUMAN	O14936	Q9NUP9	20482850;15657099	Reactome_Fls;iRefIndex
CASK	NF1	CSKP_HUMAN	NF1_HUMAN	O14936	P21359	11356864	APID
CASK	GRIN2A	CSKP_HUMAN	NMDE1_HUMAN	O14936	Q12879	16637659	APID
CASK	NPHS1	CSKP_HUMAN	NPHN_HUMAN	O14936	O60500	20482850;17367534	Reactome_Fls;Reactome
CASK	NRXN2	CSKP_HUMAN	NRX2A_HUMAN	O14936	Q9P2S2	8786425;20482850	Reactome_Fls;APID
